2018-04-08 16:19:35 INFO  -Root WebApplicationContext: initialization started Caller+0	 at org.springframework.web.context.ContextLoader.initWebApplicationContext(ContextLoader.java:285)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.db/1.00/poseidon.zhdj.db-1.00.jar!/poseidon/zhdj/db/video/service/impl/UserServiceImpl.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.db/1.00/poseidon.zhdj.db-1.00.jar!/poseidon/zhdj/db/video/service/impl/VideoServiceImpl.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Adding [systemProperties] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Adding [systemEnvironment] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment] Caller+0	 at org.springframework.core.env.AbstractEnvironment.<init>(AbstractEnvironment.java:126)
2018-04-08 16:19:36 DEBUG -JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:244)
2018-04-08 16:19:36 DEBUG -JSR-330 'javax.inject.Named' annotation found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:252)
2018-04-08 16:19:36 DEBUG -Looking for matching resources in directory tree [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doFindMatchingFileSystemResources(PathMatchingResourcePatternResolver.java:622)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/controller/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\synchronize] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/controller/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\wap] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/controller/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\wap\zhdj] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/controller/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\zhdj] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/controller/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Resolved location pattern [classpath*:poseidon/zhdj/controller/**/*.class] to resources [file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\BaseController.class], file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\synchronize\LoginSyn.class], file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\synchronize\ZiyuanSyn.class], file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\wap\zhdj\ResultController.class], file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\zhdj\ZhiboController.class]] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.findPathMatchingResources(PathMatchingResourcePatternResolver.java:423)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\synchronize\LoginSyn.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\synchronize\ZiyuanSyn.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\wap\zhdj\ResultController.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\controller\zhdj\ZhiboController.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Adding [systemProperties] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Adding [systemEnvironment] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment] Caller+0	 at org.springframework.core.env.AbstractEnvironment.<init>(AbstractEnvironment.java:126)
2018-04-08 16:19:36 DEBUG -JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:244)
2018-04-08 16:19:36 DEBUG -JSR-330 'javax.inject.Named' annotation found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:252)
2018-04-08 16:19:36 DEBUG -Looking for matching resources in directory tree [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\common\task] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doFindMatchingFileSystemResources(PathMatchingResourcePatternResolver.java:622)
2018-04-08 16:19:36 DEBUG -Searching directory [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\common\task] for files matching pattern [E:/svn/poseidon/zhdj/trunk/poseidon.zhdj/target/classes/poseidon/zhdj/common/task/**/*.class] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doRetrieveMatchingFiles(PathMatchingResourcePatternResolver.java:684)
2018-04-08 16:19:36 DEBUG -Resolved location pattern [classpath*:poseidon/zhdj/common/task/**/*.class] to resources [file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\common\task\CompeteVideosRankTask.class]] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.findPathMatchingResources(PathMatchingResourcePatternResolver.java:423)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: file [E:\svn\poseidon\zhdj\trunk\poseidon.zhdj\target\classes\poseidon\zhdj\common\task\CompeteVideosRankTask.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Adding [systemProperties] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Adding [systemEnvironment] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment] Caller+0	 at org.springframework.core.env.AbstractEnvironment.<init>(AbstractEnvironment.java:126)
2018-04-08 16:19:36 DEBUG -JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:244)
2018-04-08 16:19:36 DEBUG -JSR-330 'javax.inject.Named' annotation found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:252)
2018-04-08 16:19:36 DEBUG -Looking for matching resources in jar file [file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doFindPathMatchingJarResources(PathMatchingResourcePatternResolver.java:536)
2018-04-08 16:19:36 DEBUG -Resolved location pattern [classpath*:poseidon/lib/core/tool/img/**/*.class] to resources [URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/HtmlImageGenerator$1.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/HtmlImageGenerator.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/HttpImgTool.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/ImgCompress.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/ImgTool.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/TestImg.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/util/FormatNameUtil.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/util/SynchronousHTMLEditorKit$1.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/util/SynchronousHTMLEditorKit.class]] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.findPathMatchingResources(PathMatchingResourcePatternResolver.java:423)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/poseidon/lib/core/tool/img/HttpImgTool.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Adding [systemProperties] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Adding [systemEnvironment] PropertySource with lowest search precedence Caller+0	 at org.springframework.core.env.MutablePropertySources.addLast(MutablePropertySources.java:111)
2018-04-08 16:19:36 DEBUG -Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment] Caller+0	 at org.springframework.core.env.AbstractEnvironment.<init>(AbstractEnvironment.java:126)
2018-04-08 16:19:36 DEBUG -JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:244)
2018-04-08 16:19:36 DEBUG -JSR-330 'javax.inject.Named' annotation found and supported for component scanning Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.registerDefaultFilters(ClassPathScanningCandidateComponentProvider.java:252)
2018-04-08 16:19:36 DEBUG -Looking for matching resources in jar file [file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.doFindPathMatchingJarResources(PathMatchingResourcePatternResolver.java:536)
2018-04-08 16:19:36 DEBUG -Resolved location pattern [classpath*:websocket/**/*.class] to resources [URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/websocket/SystemWebSocketHandler.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/websocket/WebSocketConfig.class], URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/websocket/WebSocketHandshakeInterceptor.class]] Caller+0	 at org.springframework.core.io.support.PathMatchingResourcePatternResolver.findPathMatchingResources(PathMatchingResourcePatternResolver.java:423)
2018-04-08 16:19:36 DEBUG -Identified candidate component class: URL [jar:file:/D:/APP/maven/repos/zjyou/poseidon/poseidon.zhdj.core/1.00/poseidon.zhdj.core-1.00.jar!/websocket/WebSocketConfig.class] Caller+0	 at org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider.findCandidateComponents(ClassPathScanningCandidateComponentProvider.java:286)
2018-04-08 16:19:36 DEBUG -Neither XML 'id' nor 'name' specified - using generated bean name [com.google.code.kaptcha.util.Config#158b7e0] Caller+0	 at org.springframework.beans.factory.xml.BeanDefinitionParserDelegate.parseBeanDefinitionElement(BeanDefinitionParserDelegate.java:495)
2018-04-08 16:19:36 DEBUG -Loaded 46 bean definitions from location pattern [classpath:spring.xml] Caller+0	 at org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:224)
2018-04-08 16:19:36 INFO  -Loading XML bean definitions from class path resource [spring-mybatis.xml] Caller+0	 at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:317)
2018-04-08 16:19:36 DEBUG -Using JAXP provider [com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl] Caller+0	 at org.springframework.beans.factory.xml.DefaultDocumentLoader.loadDocument(DefaultDocumentLoader.java:73)
2018-04-08 16:19:36 DEBUG -Found XML schema [http://www.springframework.org/schema/beans/spring-beans.xsd] in classpath: org/springframework/beans/factory/xml/spring-beans-4.1.xsd Caller+0	 at org.springframework.beans.factory.xml.PluggableSchemaResolver.resolveEntity(PluggableSchemaResolver.java:119)
2018-04-08 16:19:36 DEBUG -Found XML schema [http://www.springframework.org/schema/util/spring-util.xsd] in classpath: org/springframework/beans/factory/xml/spring-util-4.1.xsd Caller+0	 at org.springframework.beans.factory.xml.PluggableSchemaResolver.resolveEntity(PluggableSchemaResolver.java:119)
